what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1334498938164
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1334498938164
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334498938164
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334498938164
java.vm.specification.version,sysinfo,,,"1.0",1334498938164
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1334498938164
java.vm.version,sysinfo,,,"20.6-b01",1334498938164
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1334498939129
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1334498939795
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1334498939975
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1334498940183
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1334498960775
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1334498961655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334498997899
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1334498999967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334498999974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334499000030
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1334499000051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499034394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499041667
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334499056166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499067933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499068900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499069859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499075637
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1334499083394
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1334499090169
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499094893
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499098237
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499098630
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499100038
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499101421
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499102634
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1334499105272
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1334499108339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499120883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499172541
