what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334494977077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334494982351
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334494987329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334494995649
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334494995957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334494997204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334494998585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334494999945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334495001580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495009225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495013917
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1334495014968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495015913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495090384
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1334495097316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334495101347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334495108844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334495111548
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1334495112370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495126896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495128273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1334495136668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334495137069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495138633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495143706
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334495145198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495150762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495157987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1334495157994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495158361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495159117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495159872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495221476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495225855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495227523
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334495234474
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334495234519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334495236595
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1334495238595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334495239510
