what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438198548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438202859
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438209779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334438221187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438222189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334438224226
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1334438225021
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1334438225253
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438226137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438235637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438242559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438244722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438245691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334438248968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334438249895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334438253877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334438255886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334438257252
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1334438261719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438274350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438279793
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334438284549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438294255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438329397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334438330290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334438333110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438339222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438355545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438359277
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1334438361219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334438361543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438377467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438384217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438396847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438405059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438408122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438430816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438434081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334438434633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334438435245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438437968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438440015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438441323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438443751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438447228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438448200
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438460594
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1334438461018
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1334438461211
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334438462188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438462335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334438463727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334438467744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438480264
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1334438480277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438486063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438490250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334438513498
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1334438518990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1334438519173
